'Time','SaO2','PR','EEG(sec)','ECG','EMG','EOG(L)','EOG(R)','EEG','AIRFLOW','THOR RES','ABDO RES'
'[23:30:58.784]',95.012,63.268,-7.843,-0.227,-1.459,-14.706,-4.902,5.882,3.075,0.973,0.282
'[23:30:58.788]',95.012,63.268,-7.843,-0.235,-1.459,-14.706,-4.902,5.882,3.075,0.973,0.282
'[23:30:58.792]',95.012,63.268,-7.843,-0.235,-0.486,-14.706,-4.902,3.922,3.075,0.973,0.282
'[23:30:58.796]',95.012,63.268,-7.843,-0.227,-0.486,-14.706,-4.902,3.922,3.075,0.973,0.282
'[23:30:58.800]',95.012,63.268,-3.922,-0.220,-1.459,-15.686,-2.941,-0.980,1.631,0.659,0.188
'[23:30:58.804]',95.012,63.268,-3.922,-0.220,-1.459,-15.686,-2.941,-0.980,1.631,0.659,0.188
'[23:30:58.808]',95.012,63.268,-0.980,-0.220,-1.216,-15.686,-2.941,-4.902,1.631,0.659,0.188
'[23:30:58.812]',95.012,63.268,-0.980,-0.212,-1.216,-15.686,-2.941,-4.902,1.631,0.659,0.188
'[23:30:58.816]',95.012,63.268,5.882,-0.204,0.729,-15.686,-2.941,-3.922,1.631,0.659,0.188
'[23:30:58.820]',95.012,63.268,5.882,-0.204,0.729,-12.745,-0.000,-3.922,1.631,0.659,0.188
'[23:30:58.824]',95.012,63.268,6.863,-0.204,-4.133,-12.745,-0.000,1.961,1.631,0.659,0.188
'[23:30:58.828]',95.012,63.268,6.863,-0.196,-4.133,-12.745,-0.000,1.961,1.631,0.659,0.188
'[23:30:58.832]',95.012,63.268,5.882,-0.196,1.945,-12.745,-0.000,4.902,1.631,0.659,0.188
'[23:30:58.836]',95.012,63.268,5.882,-0.196,1.945,-12.745,-0.000,4.902,1.631,0.659,0.188
'[23:30:58.840]',95.012,63.268,1.961,-0.204,-2.188,-13.725,-0.980,4.902,1.631,0.659,0.188
'[23:30:58.844]',95.012,63.268,1.961,-0.204,-2.188,-13.725,-0.980,4.902,1.631,0.659,0.188
'[23:30:58.848]',95.012,63.268,6.863,-0.196,-0.486,-13.725,-0.980,3.922,1.631,0.659,0.188
'[23:30:58.852]',95.012,63.268,6.863,-0.196,-0.486,-13.725,-0.980,3.922,1.631,0.659,0.188
'[23:30:58.856]',95.012,63.268,7.843,-0.204,0.243,-13.725,-0.980,3.922,1.631,0.659,0.188
'[23:30:58.860]',95.012,63.268,7.843,-0.204,0.243,-14.706,-0.000,3.922,1.631,0.659,0.188
'[23:30:58.864]',95.012,63.268,6.863,-0.196,-0.729,-14.706,-0.000,2.941,1.631,0.659,0.188
'[23:30:58.868]',95.012,63.268,6.863,-0.196,-0.729,-14.706,-0.000,2.941,1.631,0.659,0.188
'[23:30:58.872]',95.012,63.268,-0.000,-0.204,1.459,-14.706,-0.000,-1.961,1.631,0.659,0.188
'[23:30:58.876]',95.012,63.268,-0.000,-0.212,1.459,-14.706,-0.000,-1.961,1.631,0.659,0.188
'[23:30:58.880]',95.012,63.268,-0.000,-0.204,0.486,-16.667,-0.980,-7.843,1.631,0.659,0.188
'[23:30:58.884]',95.012,63.268,-0.000,-0.204,0.486,-16.667,-0.980,-7.843,1.631,0.659,0.188
'[23:30:58.888]',95.012,63.268,-2.941,-0.212,0.243,-16.667,-0.980,-12.745,1.631,0.659,0.188
'[23:30:58.892]',95.012,63.268,-2.941,-0.220,0.243,-16.667,-0.980,-12.745,1.631,0.659,0.188
'[23:30:58.896]',95.012,63.268,1.961,-0.212,0.486,-16.667,-0.980,-15.686,1.631,0.659,0.188
'[23:30:58.900]',95.012,63.268,1.961,-0.220,0.486,-16.667,-1.961,-15.686,0.345,0.345,0.125
'[23:30:58.904]',95.012,63.268,2.941,-0.227,-0.000,-16.667,-1.961,-11.765,0.345,0.345,0.125
'[23:30:58.908]',95.012,63.268,2.941,-0.243,-0.000,-16.667,-1.961,-11.765,0.345,0.345,0.125
'[23:30:58.912]',95.012,63.268,5.882,-0.243,1.945,-16.667,-1.961,-4.902,0.345,0.345,0.125
'[23:30:58.916]',95.012,63.268,5.882,-0.243,1.945,-16.667,-1.961,-4.902,0.345,0.345,0.125
'[23:30:58.920]',95.012,63.268,5.882,-0.251,0.729,-15.686,-2.941,-2.941,0.345,0.345,0.125
'[23:30:58.924]',95.012,63.268,5.882,-0.259,0.729,-15.686,-2.941,-2.941,0.345,0.345,0.125
'[23:30:58.928]',95.012,63.268,7.843,-0.259,-1.459,-15.686,-2.941,-3.922,0.345,0.345,0.125
'[23:30:58.932]',95.012,63.268,7.843,-0.267,-1.459,-15.686,-2.941,-3.922,0.345,0.345,0.125
'[23:30:58.936]',95.012,63.268,3.922,-0.267,-0.486,-15.686,-2.941,-2.941,0.345,0.345,0.125
'[23:30:58.940]',95.012,63.268,3.922,-0.275,-0.486,-17.647,-4.902,-2.941,0.345,0.345,0.125
'[23:30:58.944]',95.012,63.268,-1.961,-0.275,-1.945,-17.647,-4.902,-0.000,0.345,0.345,0.125
'[23:30:58.948]',95.012,63.268,-1.961,-0.267,-1.945,-17.647,-4.902,-0.000,0.345,0.345,0.125
'[23:30:58.952]',95.012,63.268,-4.902,-0.275,0.486,-17.647,-4.902,-0.000,0.345,0.345,0.125
'[23:30:58.956]',95.012,63.268,-4.902,-0.282,0.486,-17.647,-4.902,-0.000,0.345,0.345,0.125
'[23:30:58.960]',95.012,63.268,-3.922,-0.282,-0.729,-19.608,-4.902,-0.000,0.345,0.345,0.125
'[23:30:58.964]',95.012,63.268,-3.922,-0.275,-0.729,-19.608,-4.902,-0.000,0.345,0.345,0.125
'[23:30:58.968]',95.012,63.268,-1.961,-0.275,0.243,-19.608,-4.902,-0.000,0.345,0.345,0.125
'[23:30:58.972]',95.012,63.268,-1.961,-0.282,0.243,-19.608,-4.902,-0.000,0.345,0.345,0.125
'[23:30:58.976]',95.012,63.268,-1.961,-0.282,-0.243,-19.608,-4.902,0.980,0.345,0.345,0.125
'[23:30:58.980]',95.012,63.268,-1.961,-0.275,-0.243,-17.647,-4.902,0.980,0.345,0.345,0.125
'[23:30:58.984]',95.012,63.268,-3.922,-0.275,1.702,-17.647,-4.902,-3.922,0.345,0.345,0.125
'[23:30:58.988]',95.012,63.268,-3.922,-0.282,1.702,-17.647,-4.902,-3.922,0.345,0.345,0.125
'[23:30:58.992]',95.012,63.268,-5.882,-0.282,1.945,-17.647,-4.902,-9.804,0.345,0.345,0.125
'[23:30:58.996]',95.012,63.268,-5.882,-0.275,1.945,-17.647,-4.902,-9.804,0.345,0.345,0.125
'[23:30:59.000]',95.012,64.268,-0.980,-0.282,0.243,-19.608,-1.961,-13.725,-0.816,0.094,0.031
'[23:30:59.004]',95.012,64.268,-0.980,-0.282,0.243,-19.608,-1.961,-13.725,-0.816,0.094,0.031
'[23:30:59.008]',95.012,64.268,-1.961,-0.290,-1.945,-19.608,-1.961,-14.706,-0.816,0.094,0.031
'[23:30:59.012]',95.012,64.268,-1.961,-0.282,-1.945,-19.608,-1.961,-14.706,-0.816,0.094,0.031
'[23:30:59.016]',95.012,64.268,-3.922,-0.275,2.188,-19.608,-1.961,-14.706,-0.816,0.094,0.031
'[23:30:59.020]',95.012,64.268,-3.922,-0.282,2.188,-19.608,-0.000,-14.706,-0.816,0.094,0.031
'[23:30:59.024]',95.012,64.268,-5.882,-0.282,-0.973,-19.608,-0.000,-13.725,-0.816,0.094,0.031
'[23:30:59.028]',95.012,64.268,-5.882,-0.282,-0.973,-19.608,-0.000,-13.725,-0.816,0.094,0.031
'[23:30:59.032]',95.012,64.268,-5.882,-0.275,-1.459,-19.608,-0.000,-16.667,-0.816,0.094,0.031
'[23:30:59.036]',95.012,64.268,-5.882,-0.275,-1.459,-19.608,-0.000,-16.667,-0.816,0.094,0.031
'[23:30:59.040]',95.012,64.268,-12.745,-0.275,0.243,-23.529,-2.941,-23.529,-0.816,0.094,0.031
'[23:30:59.044]',95.012,64.268,-12.745,-0.275,0.243,-23.529,-2.941,-23.529,-0.816,0.094,0.031
'[23:30:59.048]',95.012,64.268,-15.686,-0.267,-0.486,-23.529,-2.941,-28.431,-0.816,0.094,0.031
'[23:30:59.052]',95.012,64.268,-15.686,-0.267,-0.486,-23.529,-2.941,-28.431,-0.816,0.094,0.031
'[23:30:59.056]',95.012,64.268,-16.667,-0.267,-0.729,-23.529,-2.941,-24.510,-0.816,0.094,0.031
'[23:30:59.060]',95.012,64.268,-16.667,-0.267,-0.729,-23.529,-3.922,-24.510,-0.816,0.094,0.031
'[23:30:59.064]',95.012,64.268,-5.882,-0.259,-1.459,-23.529,-3.922,-16.667,-0.816,0.094,0.031
'[23:30:59.068]',95.012,64.268,-5.882,-0.259,-1.459,-23.529,-3.922,-16.667,-0.816,0.094,0.031
'[23:30:59.072]',95.012,64.268,-3.922,-0.259,0.486,-23.529,-3.922,-10.784,-0.816,0.094,0.031
'[23:30:59.076]',95.012,64.268,-3.922,-0.259,0.486,-23.529,-3.922,-10.784,-0.816,0.094,0.031
'[23:30:59.080]',95.012,64.268,-5.882,-0.251,1.216,-21.569,-5.882,-9.804,-0.816,0.094,0.031
'[23:30:59.084]',95.012,64.268,-5.882,-0.251,1.216,-21.569,-5.882,-9.804,-0.816,0.094,0.031
'[23:30:59.088]',95.012,64.268,-15.686,-0.251,1.459,-21.569,-5.882,-13.725,-0.816,0.094,0.031
'[23:30:59.092]',95.012,64.268,-15.686,-0.251,1.459,-21.569,-5.882,-13.725,-0.816,0.094,0.031
'[23:30:59.096]',95.012,64.268,-18.627,-0.243,-0.243,-21.569,-5.882,-16.667,-0.816,0.094,0.031
'[23:30:59.100]',95.012,64.268,-18.627,-0.243,-0.243,-25.490,-11.765,-16.667,-1.757,-0.031,-0.031
'[23:30:59.104]',95.012,64.268,-21.569,-0.243,-2.188,-25.490,-11.765,-15.686,-1.757,-0.031,-0.031
'[23:30:59.108]',95.012,64.268,-21.569,-0.243,-2.188,-25.490,-11.765,-15.686,-1.757,-0.031,-0.031
'[23:30:59.112]',95.012,64.268,-18.627,-0.243,1.216,-25.490,-11.765,-15.686,-1.757,-0.031,-0.031
'[23:30:59.116]',95.012,64.268,-18.627,-0.235,1.216,-25.490,-11.765,-15.686,-1.757,-0.031,-0.031
'[23:30:59.120]',95.012,64.268,-19.608,-0.243,-0.000,-25.490,-12.745,-13.725,-1.757,-0.031,-0.031
'[23:30:59.124]',95.012,64.268,-19.608,-0.243,-0.000,-25.490,-12.745,-13.725,-1.757,-0.031,-0.031
'[23:30:59.128]',95.012,64.268,-21.569,-0.235,-0.486,-25.490,-12.745,-10.784,-1.757,-0.031,-0.031
'[23:30:59.132]',95.012,64.268,-21.569,-0.235,-0.486,-25.490,-12.745,-10.784,-1.757,-0.031,-0.031
'[23:30:59.136]',95.012,64.268,-23.529,-0.235,-2.675,-25.490,-12.745,-13.725,-1.757,-0.031,-0.031
'[23:30:59.140]',95.012,64.268,-23.529,-0.243,-2.675,-28.431,-17.647,-13.725,-1.757,-0.031,-0.031
'[23:30:59.144]',95.012,64.268,-16.667,-0.235,-1.459,-28.431,-17.647,-22.549,-1.757,-0.031,-0.031
'[23:30:59.148]',95.012,64.268,-16.667,-0.235,-1.459,-28.431,-17.647,-22.549,-1.757,-0.031,-0.031
'[23:30:59.152]',95.012,64.268,-13.725,-0.235,0.486,-28.431,-17.647,-28.431,-1.757,-0.031,-0.031
'[23:30:59.156]',95.012,64.268,-13.725,-0.243,0.486,-28.431,-17.647,-28.431,-1.757,-0.031,-0.031
'[23:30:59.160]',95.012,64.268,-11.765,-0.243,0.729,-24.510,-10.784,-28.431,-1.757,-0.031,-0.031
'[23:30:59.164]',95.012,64.268,-11.765,-0.235,0.729,-24.510,-10.784,-28.431,-1.757,-0.031,-0.031
'[23:30:59.168]',95.012,64.268,-12.745,-0.235,-0.243,-24.510,-10.784,-24.510,-1.757,-0.031,-0.031
'[23:30:59.172]',95.012,64.268,-12.745,-0.243,-0.243,-24.510,-10.784,-24.510,-1.757,-0.031,-0.031
'[23:30:59.176]',95.012,64.268,-13.725,-0.243,-0.243,-24.510,-10.784,-18.627,-1.757,-0.031,-0.031
'[23:30:59.180]',95.012,64.268,-13.725,-0.243,-0.243,-25.490,-13.725,-18.627,-1.757,-0.031,-0.031
'[23:30:59.184]',95.012,64.268,-11.765,-0.243,-0.243,-25.490,-13.725,-12.745,-1.757,-0.031,-0.031
'[23:30:59.188]',95.012,64.268,-11.765,-0.251,-0.243,-25.490,-13.725,-12.745,-1.757,-0.031,-0.031
'[23:30:59.192]',95.012,64.268,-10.784,-0.251,-1.459,-25.490,-13.725,-9.804,-1.757,-0.031,-0.031
'[23:30:59.196]',95.012,64.268,-10.784,-0.243,-1.459,-25.490,-13.725,-9.804,-1.757,-0.031,-0.031
'[23:30:59.200]',95.012,64.268,-13.725,-0.243,-0.973,-26.471,-13.725,-13.725,-2.510,-0.125,-0.094
'[23:30:59.204]',95.012,64.268,-13.725,-0.251,-0.973,-26.471,-13.725,-13.725,-2.510,-0.125,-0.094
'[23:30:59.208]',95.012,64.268,-19.608,-0.251,-1.702,-26.471,-13.725,-18.627,-2.510,-0.125,-0.094
'[23:30:59.212]',95.012,64.268,-19.608,-0.251,-1.702,-26.471,-13.725,-18.627,-2.510,-0.125,-0.094
'[23:30:59.216]',95.012,64.268,-19.608,-0.243,-0.000,-26.471,-13.725,-18.627,-2.510,-0.125,-0.094
'[23:30:59.220]',95.012,64.268,-19.608,-0.251,-0.000,-29.412,-18.627,-18.627,-2.510,-0.125,-0.094
'[23:30:59.224]',95.012,64.268,-17.647,-0.251,0.973,-29.412,-18.627,-13.725,-2.510,-0.125,-0.094
'[23:30:59.228]',95.012,64.268,-17.647,-0.251,0.973,-29.412,-18.627,-13.725,-2.510,-0.125,-0.094
'[23:30:59.232]',95.012,64.268,-15.686,-0.251,1.702,-29.412,-18.627,-8.824,-2.510,-0.125,-0.094
'[23:30:59.236]',95.012,64.268,-15.686,-0.251,1.702,-29.412,-18.627,-8.824,-2.510,-0.125,-0.094
'[23:30:59.240]',95.012,64.268,-17.647,-0.251,0.243,-29.412,-17.647,-4.902,-2.510,-0.125,-0.094
'[23:30:59.244]',95.012,64.268,-17.647,-0.251,0.243,-29.412,-17.647,-4.902,-2.510,-0.125,-0.094
'[23:30:59.248]',95.012,64.268,-10.784,-0.243,1.702,-29.412,-17.647,-2.941,-2.510,-0.125,-0.094
'[23:30:59.252]',95.012,64.268,-10.784,-0.243,1.702,-29.412,-17.647,-2.941,-2.510,-0.125,-0.094
'[23:30:59.256]',95.012,64.268,-4.902,-0.259,-0.000,-29.412,-17.647,-0.000,-2.510,-0.125,-0.094
'[23:30:59.260]',95.012,64.268,-4.902,-0.259,-0.000,-27.451,-11.765,-0.000,-2.510,-0.125,-0.094
'[23:30:59.264]',95.012,64.268,1.961,-0.251,2.675,-27.451,-11.765,2.941,-2.510,-0.125,-0.094
'[23:30:59.268]',95.012,64.268,1.961,-0.243,2.675,-27.451,-11.765,2.941,-2.510,-0.125,-0.094
'[23:30:59.272]',95.012,64.268,0.980,-0.251,0.729,-27.451,-11.765,3.922,-2.510,-0.125,-0.094
'[23:30:59.276]',95.012,64.268,0.980,-0.235,0.729,-27.451,-11.765,3.922,-2.510,-0.125,-0.094
'[23:30:59.280]',95.012,64.268,0.980,-0.235,-0.729,-28.431,-13.725,2.941,-2.510,-0.125,-0.094
'[23:30:59.284]',95.012,64.268,0.980,-0.227,-0.729,-28.431,-13.725,2.941,-2.510,-0.125,-0.094
'[23:30:59.288]',95.012,64.268,-3.922,-0.227,3.890,-28.431,-13.725,-3.922,-2.510,-0.125,-0.094
'[23:30:59.292]',95.012,64.268,-3.922,-0.227,3.890,-28.431,-13.725,-3.922,-2.510,-0.125,-0.094
'[23:30:59.296]',95.012,64.268,-7.843,-0.220,-4.133,-28.431,-13.725,-10.784,-2.510,-0.125,-0.094
'[23:30:59.300]',95.012,64.268,-7.843,-0.220,-4.133,-32.353,-20.588,-10.784,-3.075,-0.251,-0.188
'[23:30:59.304]',95.012,64.268,-13.725,-0.227,-2.188,-32.353,-20.588,-16.667,-3.075,-0.251,-0.188
'[23:30:59.308]',95.012,64.268,-13.725,-0.227,-2.188,-32.353,-20.588,-16.667,-3.075,-0.251,-0.188
'[23:30:59.312]',95.012,64.268,-10.784,-0.220,-0.243,-32.353,-20.588,-18.627,-3.075,-0.251,-0.188
'[23:30:59.316]',95.012,64.268,-10.784,-0.212,-0.243,-32.353,-20.588,-18.627,-3.075,-0.251,-0.188
'[23:30:59.320]',95.012,64.268,-9.804,-0.204,-1.945,-37.255,-16.667,-19.608,-3.075,-0.251,-0.188
'[23:30:59.324]',95.012,64.268,-9.804,-0.204,-1.945,-37.255,-16.667,-19.608,-3.075,-0.251,-0.188
'[23:30:59.328]',95.012,64.268,-5.882,-0.196,0.729,-37.255,-16.667,-18.627,-3.075,-0.251,-0.188
'[23:30:59.332]',95.012,64.268,-5.882,-0.188,0.729,-37.255,-16.667,-18.627,-3.075,-0.251,-0.188
'[23:30:59.336]',95.012,64.268,-6.863,-0.196,-0.243,-37.255,-16.667,-12.745,-3.075,-0.251,-0.188
'[23:30:59.340]',95.012,64.268,-6.863,-0.212,-0.243,-34.314,-16.667,-12.745,-3.075,-0.251,-0.188
'[23:30:59.344]',95.012,64.268,-5.882,-0.212,-0.729,-34.314,-16.667,-6.863,-3.075,-0.251,-0.188
'[23:30:59.348]',95.012,64.268,-5.882,-0.212,-0.729,-34.314,-16.667,-6.863,-3.075,-0.251,-0.188
'[23:30:59.352]',95.012,64.268,-3.922,-0.220,2.675,-34.314,-16.667,-6.863,-3.075,-0.251,-0.188
'[23:30:59.356]',95.012,64.268,-3.922,-0.227,2.675,-34.314,-16.667,-6.863,-3.075,-0.251,-0.188
'[23:30:59.360]',95.012,64.268,-0.980,-0.235,-1.216,-36.275,-14.706,-12.745,-3.075,-0.251,-0.188
'[23:30:59.364]',95.012,64.268,-0.980,-0.227,-1.216,-36.275,-14.706,-12.745,-3.075,-0.251,-0.188
'[23:30:59.368]',95.012,64.268,-0.000,-0.227,-3.404,-36.275,-14.706,-17.647,-3.075,-0.251,-0.188
'[23:30:59.372]',95.012,64.268,-0.000,-0.235,-3.404,-36.275,-14.706,-17.647,-3.075,-0.251,-0.188
'[23:30:59.376]',95.012,64.268,-1.961,-0.251,0.729,-36.275,-14.706,-17.647,-3.075,-0.251,-0.188
'[23:30:59.380]',95.012,64.268,-1.961,-0.251,0.729,-36.275,-13.725,-17.647,-3.075,-0.251,-0.188
'[23:30:59.384]',95.012,64.268,-3.922,-0.267,0.243,-36.275,-13.725,-16.667,-3.075,-0.251,-0.188
'[23:30:59.388]',95.012,64.268,-3.922,-0.275,0.243,-36.275,-13.725,-16.667,-3.075,-0.251,-0.188
'[23:30:59.392]',95.012,64.268,-3.922,-0.282,0.973,-36.275,-13.725,-16.667,-3.075,-0.251,-0.188
'[23:30:59.396]',95.012,64.268,-3.922,-0.282,0.973,-36.275,-13.725,-16.667,-3.075,-0.251,-0.188
'[23:30:59.400]',95.012,64.268,-0.980,-0.275,1.459,-32.353,-10.784,-17.647,-3.514,-0.314,-0.220
'[23:30:59.404]',95.012,64.268,-0.980,-0.282,1.459,-32.353,-10.784,-17.647,-3.514,-0.314,-0.220
'[23:30:59.408]',95.012,64.268,1.961,-0.290,1.702,-32.353,-10.784,-12.745,-3.514,-0.314,-0.220
'[23:30:59.412]',95.012,64.268,1.961,-0.282,1.702,-32.353,-10.784,-12.745,-3.514,-0.314,-0.220
'[23:30:59.416]',95.012,64.268,0.980,-0.275,2.675,-32.353,-10.784,-2.941,-3.514,-0.314,-0.220
'[23:30:59.420]',95.012,64.268,0.980,-0.282,2.675,-30.392,-11.765,-2.941,-3.514,-0.314,-0.220
'[23:30:59.424]',95.012,64.268,-4.902,-0.282,-1.945,-30.392,-11.765,1.961,-3.514,-0.314,-0.220
'[23:30:59.428]',95.012,64.268,-4.902,-0.282,-1.945,-30.392,-11.765,1.961,-3.514,-0.314,-0.220
'[23:30:59.432]',95.012,64.268,-2.941,-0.275,-0.243,-30.392,-11.765,-3.922,-3.514,-0.314,-0.220
'[23:30:59.436]',95.012,64.268,-2.941,-0.275,-0.243,-30.392,-11.765,-3.922,-3.514,-0.314,-0.220
'[23:30:59.440]',95.012,64.268,-3.922,-0.275,0.973,-32.353,-16.667,-10.784,-3.514,-0.314,-0.220
'[23:30:59.444]',95.012,64.268,-3.922,-0.275,0.973,-32.353,-16.667,-10.784,-3.514,-0.314,-0.220
'[23:30:59.448]',95.012,64.268,-5.882,-0.267,-0.729,-32.353,-16.667,-9.804,-3.514,-0.314,-0.220
'[23:30:59.452]',95.012,64.268,-5.882,-0.243,-0.729,-32.353,-16.667,-9.804,-3.514,-0.314,-0.220
'[23:30:59.456]',95.012,64.268,-12.745,-0.196,3.890,-32.353,-16.667,-6.863,-3.514,-0.314,-0.220
'[23:30:59.460]',95.012,64.268,-12.745,-0.094,3.890,-29.412,-13.725,-6.863,-3.514,-0.314,-0.220
'[23:30:59.464]',95.012,64.268,-7.843,0.086,-0.000,-29.412,-13.725,-5.882,-3.514,-0.314,-0.220
'[23:30:59.468]',95.012,64.268,-7.843,0.314,-0.000,-29.412,-13.725,-5.882,-3.514,-0.314,-0.220
'[23:30:59.472]',95.012,64.268,-4.902,0.557,-0.243,-29.412,-13.725,-4.902,-3.514,-0.314,-0.220
'[23:30:59.476]',95.012,64.268,-4.902,0.776,-0.243,-29.412,-13.725,-4.902,-3.514,-0.314,-0.220
'[23:30:59.480]',95.012,64.268,2.941,0.918,2.188,-21.569,-9.804,-0.000,-3.514,-0.314,-0.220
'[23:30:59.484]',95.012,64.268,2.941,0.910,2.188,-21.569,-9.804,-0.000,-3.514,-0.314,-0.220
'[23:30:59.488]',95.012,64.268,4.902,0.690,-2.918,-21.569,-9.804,6.863,-3.514,-0.314,-0.220
'[23:30:59.492]',95.012,64.268,4.902,0.298,-2.918,-21.569,-9.804,6.863,-3.514,-0.314,-0.220
'[23:30:59.496]',95.012,64.268,8.824,-0.180,-1.945,-21.569,-9.804,6.863,-3.514,-0.314,-0.220
'[23:30:59.500]',95.012,64.268,8.824,-0.596,-1.945,-23.529,-3.922,6.863,-3.796,-0.345,-0.251
'[23:30:59.504]',95.012,64.268,5.882,-0.824,-2.431,-23.529,-3.922,1.961,-3.796,-0.345,-0.251
'[23:30:59.508]',95.012,64.268,5.882,-0.855,-2.431,-23.529,-3.922,1.961,-3.796,-0.345,-0.251
'[23:30:59.512]',95.012,64.268,1.961,-0.729,-1.216,-23.529,-3.922,-3.922,-3.796,-0.345,-0.251
'[23:30:59.516]',95.012,64.268,1.961,-0.565,-1.216,-23.529,-3.922,-3.922,-3.796,-0.345,-0.251
'[23:30:59.520]',95.012,64.268,-3.922,-0.431,-0.729,-22.549,-5.882,-6.863,-3.796,-0.345,-0.251
'[23:30:59.524]',95.012,64.268,-3.922,-0.353,-0.729,-22.549,-5.882,-6.863,-3.796,-0.345,-0.251
'[23:30:59.528]',95.012,64.268,-1.961,-0.314,0.729,-22.549,-5.882,-8.824,-3.796,-0.345,-0.251
'[23:30:59.532]',95.012,64.268,-1.961,-0.298,0.729,-22.549,-5.882,-8.824,-3.796,-0.345,-0.251
'[23:30:59.536]',95.012,64.268,0.980,-0.314,2.188,-22.549,-5.882,-8.824,-3.796,-0.345,-0.251
'[23:30:59.540]',95.012,64.268,0.980,-0.322,2.188,-21.569,-4.902,-8.824,-3.796,-0.345,-0.251
'[23:30:59.544]',95.012,64.268,8.824,-0.322,2.918,-21.569,-4.902,-3.922,-3.796,-0.345,-0.251
'[23:30:59.548]',95.012,64.268,8.824,-0.306,2.918,-21.569,-4.902,-3.922,-3.796,-0.345,-0.251
'[23:30:59.552]',95.012,64.268,9.804,-0.306,-0.973,-21.569,-4.902,4.902,-3.796,-0.345,-0.251
'[23:30:59.556]',95.012,64.268,9.804,-0.306,-0.973,-21.569,-4.902,4.902,-3.796,-0.345,-0.251
'[23:30:59.560]',95.012,64.268,6.863,-0.298,0.729,-19.608,-6.863,11.765,-3.796,-0.345,-0.251
'[23:30:59.564]',95.012,64.268,6.863,-0.298,0.729,-19.608,-6.863,11.765,-3.796,-0.345,-0.251
'[23:30:59.568]',95.012,64.268,-0.980,-0.290,0.973,-19.608,-6.863,8.824,-3.796,-0.345,-0.251
'[23:30:59.572]',95.012,64.268,-0.980,-0.298,0.973,-19.608,-6.863,8.824,-3.796,-0.345,-0.251
'[23:30:59.576]',95.012,64.268,-4.902,-0.290,-2.188,-19.608,-6.863,0.980,-3.796,-0.345,-0.251
'[23:30:59.580]',95.012,64.268,-4.902,-0.282,-2.188,-18.627,-11.765,0.980,-3.796,-0.345,-0.251
'[23:30:59.584]',95.012,64.268,-4.902,-0.282,1.702,-18.627,-11.765,-2.941,-3.796,-0.345,-0.251
'[23:30:59.588]',95.012,64.268,-4.902,-0.282,1.702,-18.627,-11.765,-2.941,-3.796,-0.345,-0.251
'[23:30:59.592]',95.012,64.268,-0.980,-0.282,0.486,-18.627,-11.765,0.980,-3.796,-0.345,-0.251
'[23:30:59.596]',95.012,64.268,-0.980,-0.275,0.486,-18.627,-11.765,0.980,-3.796,-0.345,-0.251
'[23:30:59.600]',95.012,64.268,7.843,-0.275,-0.243,-17.647,-11.765,6.863,-3.922,-0.376,-0.314
'[23:30:59.604]',95.012,64.268,7.843,-0.282,-0.243,-17.647,-11.765,6.863,-3.922,-0.376,-0.314
'[23:30:59.608]',95.012,64.268,10.784,-0.282,0.729,-17.647,-11.765,7.843,-3.922,-0.376,-0.314
'[23:30:59.612]',95.012,64.268,10.784,-0.275,0.729,-17.647,-11.765,7.843,-3.922,-0.376,-0.314
'[23:30:59.616]',95.012,64.268,9.804,-0.275,-1.702,-17.647,-11.765,4.902,-3.922,-0.376,-0.314
'[23:30:59.620]',95.012,64.268,9.804,-0.275,-1.702,-18.627,-10.784,4.902,-3.922,-0.376,-0.314
'[23:30:59.624]',95.012,64.268,4.902,-0.275,1.702,-18.627,-10.784,-0.980,-3.922,-0.376,-0.314
'[23:30:59.628]',95.012,64.268,4.902,-0.275,1.702,-18.627,-10.784,-0.980,-3.922,-0.376,-0.314
'[23:30:59.632]',95.012,64.268,5.882,-0.267,-0.243,-18.627,-10.784,-6.863,-3.922,-0.376,-0.314
'[23:30:59.636]',95.012,64.268,5.882,-0.267,-0.243,-18.627,-10.784,-6.863,-3.922,-0.376,-0.314
'[23:30:59.640]',95.012,64.268,3.922,-0.275,-0.486,-15.686,-6.863,-8.824,-3.922,-0.376,-0.314
'[23:30:59.644]',95.012,64.268,3.922,-0.267,-0.486,-15.686,-6.863,-8.824,-3.922,-0.376,-0.314
'[23:30:59.648]',95.012,64.268,2.941,-0.267,-0.729,-15.686,-6.863,-8.824,-3.922,-0.376,-0.314
'[23:30:59.652]',95.012,64.268,2.941,-0.259,-0.729,-15.686,-6.863,-8.824,-3.922,-0.376,-0.314
'[23:30:59.656]',95.012,64.268,-1.961,-0.267,-1.216,-15.686,-6.863,-6.863,-3.922,-0.376,-0.314
'[23:30:59.660]',95.012,64.268,-1.961,-0.267,-1.216,-17.647,-9.804,-6.863,-3.922,-0.376,-0.314
'[23:30:59.664]',95.012,64.268,2.941,-0.259,-0.243,-17.647,-9.804,-7.843,-3.922,-0.376,-0.314
'[23:30:59.668]',95.012,64.268,2.941,-0.259,-0.243,-17.647,-9.804,-7.843,-3.922,-0.376,-0.314
'[23:30:59.672]',95.012,64.268,2.941,-0.259,1.945,-17.647,-9.804,-6.863,-3.922,-0.376,-0.314
'[23:30:59.676]',95.012,64.268,2.941,-0.259,1.945,-17.647,-9.804,-6.863,-3.922,-0.376,-0.314
